date,percent_positive,percent_negative
2017-08-11,0.23171860536871336,0.910212897253934
2017-09-11,0.20078277886497065,0.8861056751467711
2017-01-06,0.21997593261131168,0.8977135980746089
2017-01-27,0.23470611755297882,0.9042383046781287
2017-09-28,0.19253499222395024,0.8892690513219285
2017-02-26,0.24663677130044842,0.9000640614990391
2016-12-19,0.2583241858763264,0.8693743139407245
2016-11-08,0.26507394766780434,0.891998483124763
2017-01-24,0.23666666666666666,0.9122222222222223
2017-09-29,0.2139673105497771,0.9078751857355126
2017-06-29,0.21089879688605803,0.910828025477707
2017-02-16,0.23329817158931082,0.9131504922644164
2017-07-31,0.20091556459816887,0.9175991861648016
2017-10-23,0.1938298535369274,0.9090059208476161
2017-08-14,0.23452696728558797,0.8927939876215738
2017-08-18,0.21925704526046114,0.9069171648163963
2017-12-02,0.21384820239680427,0.8958721704394141
2017-12-25,0.22370012091898428,0.9032648125755743
2017-04-09,0.2197076850542197,0.9297501178689298
2018-01-23,0.20803662258392674,0.8924211597151577
2017-02-28,0.24310171198388722,0.9091641490433031
2017-09-21,0.21295279912184412,0.9028540065861691
2017-03-28,0.2156448202959831,0.9051268498942917
2018-02-26,0.2045303131245836,0.9078392182989118
2017-08-10,0.22330097087378642,0.9001021972406745
2017-12-08,0.20049864949096197,0.9033866611261168
2017-08-19,0.26508785332314744,0.8697478991596639
2017-06-30,0.20462940162521545,0.9083969465648855
2017-01-30,0.2308896797153025,0.9041992882562278
2017-07-06,0.2138510576644451,0.9049550854824688
2017-05-11,0.19024780175859313,0.9357314148681055
2016-12-12,0.232837528604119,0.8935926773455377
2018-01-11,0.21727137704222363,0.9172501591343094
2017-04-25,0.2196813977389517,0.9108427543679343
2017-02-10,0.23518164435946462,0.892925430210325
2016-12-13,0.23797678275290216,0.900290215588723
2017-10-24,0.21359223300970873,0.9087889626980071
2017-03-19,0.22943722943722944,0.9011544011544012
2018-01-08,0.21173848439821694,0.9167904903417533
2018-02-22,0.21258964143426295,0.9008764940239044
2017-05-26,0.20476398601398602,0.9147727272727273
2018-01-18,0.2126642771804062,0.8977299880525687
2018-02-11,0.22104757328207592,0.8913983661701105
2017-01-04,0.2340994120791021,0.8690539818278995
2017-11-06,0.19446560040619446,0.9162223914699162
2017-11-26,0.22554216867469878,0.9012048192771084
2017-10-09,0.2092078537576168,0.9072444143534191
2018-01-14,0.18848167539267016,0.9132385938668661
2017-06-28,0.21135175504107542,0.9171023151605676
2017-09-14,0.20997586484312147,0.9002413515687852
2017-06-14,0.19268909196966752,0.9082247715341241
2017-04-03,0.22051009564293306,0.8905419766206164
2018-01-13,0.194675540765391,0.9178036605657238
2017-12-04,0.20879609062638826,0.9067081297201244
2018-01-05,0.20553973595651048,0.9011131245146259
2018-02-01,0.18801155512758785,0.9027443428021185
2018-02-04,0.20570510245078344,0.883487344314986
2017-08-22,0.23241671073506082,0.90772078265468
2017-11-16,0.16568355308813323,0.9191533657182512
2017-08-08,0.23962368566685113,0.9061981184283343
2017-12-03,0.21659146129816037,0.9125303713988199
2017-04-29,0.20949720670391062,0.910148975791434
2017-02-07,0.2338466985307134,0.8966188705965658
2018-01-16,0.21382716049382716,0.914074074074074
2018-02-23,0.2117887690591298,0.9062848642618073
2017-10-27,0.20410338395949906,0.9016786570743405
2017-01-10,0.2305593451568895,0.9091794971740401
2017-10-05,0.20127610208816704,0.915893271461717
2017-03-17,0.22231075697211156,0.9094289508632138
2017-10-08,0.20017145306472353,0.9022717531075868
2017-05-10,0.19478226755590428,0.925657120439388
2016-11-14,0.24719987379712888,0.8797917652626597
2017-05-09,0.1997065536354744,0.9230518421910662
2017-01-21,0.23625498007968126,0.9089641434262948
2017-07-03,0.23125206475057813,0.8863561281797159
2017-12-19,0.2236842105263158,0.8839957035445757
2017-04-07,0.2117956064947469,0.8989971346704871
2017-07-30,0.20774410774410773,0.9033670033670034
2017-12-31,0.22554660529344073,0.8866513233601842
2016-12-15,0.24419095901985635,0.8882551753274187
2017-11-12,0.19106382978723405,0.8982978723404256
2017-08-04,0.22959615927704038,0.9113244846088675
2018-01-12,0.19996016729735114,0.9205337582154949
2017-06-08,0.1700625915567985,0.9424690371554135
2016-11-24,0.24903047091412742,0.8905817174515236
2016-11-30,0.24122236671001301,0.8833983528391851
2016-11-25,0.2561007609551299,0.882445552348465
2017-01-05,0.23617960031144564,0.885543732156761
2017-08-20,0.22227191413237926,0.872093023255814
2017-06-01,0.22266360025088858,0.9138615931423792
2017-04-02,0.22057142857142858,0.8948571428571429
2017-10-14,0.2189265536723164,0.9001883239171374
2018-02-27,0.20622041920216364,0.9100743745774171
2018-01-20,0.23378728923476005,0.875810635538262
2017-06-09,0.1963253509496284,0.9273327828241124
2018-01-25,0.19590401323955317,0.9116673562267273
2016-12-20,0.24026845637583893,0.8861297539149888
2016-11-19,0.23841749089016137,0.8992712129099427
2017-04-12,0.19636153624025413,0.9000866300895177
2016-12-21,0.24008762322015334,0.8768893756845564
2017-04-11,0.20116692034500253,0.9041095890410958
2017-01-13,0.22244094488188976,0.9118547681539807
2017-10-18,0.1920567375886525,0.9304964539007092
2017-04-05,0.22546088689586447,0.9073243647234679
2017-03-13,0.23103647944412276,0.9067747539085119
2017-04-20,0.20161049806143752,0.8923352221890845
2017-06-15,0.20737882806848323,0.9170484687726067
2017-02-08,0.22080763875074597,0.8967575094489756
2017-11-18,0.1869883670831538,0.9090909090909091
2017-02-25,0.23693871787630613,0.8641626659135837
2018-02-02,0.18566433566433566,0.901048951048951
2017-09-24,0.21728971962616822,0.8938584779706275
2016-12-22,0.23837520042757884,0.8826830571886691
2017-08-21,0.23281952472703918,0.8953114964675658
2017-05-21,0.2100216517166718,0.9133931333127127
2018-02-12,0.20263953808083585,0.8891943909815783
2017-03-16,0.22601499870700803,0.9032841996379622
2017-04-27,0.21386603995299647,0.9077555816686251
